frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
571.92,0.22,0.57,0.22,0.57,-0.57,-0.36,-0.36,-0.36
577.64,0.22,0.57,0.22,0.57,-0.57,-0.36,-0.36,-0.36
583.41,0.21,0.57,0.21,0.57,-0.57,-0.36,-0.36,-0.36
589.25,0.21,0.57,0.21,0.57,-0.57,-0.36,-0.36,-0.36
595.14,0.21,0.57,0.21,0.57,-0.57,-0.36,-0.36,-0.36
601.09,0.21,0.57,0.21,0.57,-0.57,-0.36,-0.36,-0.36
607.10,0.21,0.56,0.21,0.56,-0.56,-0.36,-0.36,-0.36
613.17,0.21,0.56,0.21,0.56,-0.56,-0.36,-0.36,-0.36
619.30,0.21,0.56,0.21,0.56,-0.56,-0.36,-0.36,-0.36
625.50,0.20,0.56,0.20,0.56,-0.56,-0.36,-0.36,-0.36
631.75,0.20,0.56,0.20,0.56,-0.56,-0.36,-0.36,-0.36
638.07,0.20,0.56,0.20,0.56,-0.56,-0.36,-0.36,-0.36
644.45,0.20,0.55,0.20,0.55,-0.55,-0.36,-0.36,-0.36
650.89,0.20,0.55,0.20,0.55,-0.55,-0.36,-0.36,-0.36
657.40,0.19,0.55,0.19,0.55,-0.55,-0.36,-0.36,-0.36
663.98,0.19,0.55,0.19,0.55,-0.55,-0.36,-0.36,-0.36
670.62,0.19,0.55,0.19,0.55,-0.55,-0.36,-0.36,-0.36
677.32,0.19,0.54,0.19,0.54,-0.54,-0.36,-0.36,-0.36
684.10,0.19,0.54,0.19,0.54,-0.54,-0.36,-0.36,-0.36
690.94,0.18,0.54,0.18,0.54,-0.54,-0.36,-0.36,-0.36
697.85,0.18,0.54,0.18,0.54,-0.54,-0.36,-0.36,-0.36
704.83,0.18,0.53,0.18,0.53,-0.53,-0.36,-0.36,-0.36
711.87,0.18,0.53,0.18,0.53,-0.53,-0.36,-0.36,-0.36
718.99,0.17,0.53,0.17,0.53,-0.53,-0.36,-0.36,-0.36
726.18,0.17,0.53,0.17,0.53,-0.53,-0.36,-0.36,-0.36
733.44,0.17,0.52,0.17,0.52,-0.52,-0.36,-0.36,-0.36
740.78,0.16,0.52,0.16,0.52,-0.52,-0.36,-0.36,-0.36
748.19,0.16,0.52,0.16,0.52,-0.52,-0.36,-0.36,-0.36
755.67,0.16,0.51,0.16,0.51,-0.51,-0.36,-0.36,-0.36
763.23,0.15,0.51,0.15,0.51,-0.51,-0.36,-0.36,-0.36
770.86,0.15,0.51,0.15,0.51,-0.51,-0.36,-0.36,-0.36
778.57,0.15,0.50,0.15,0.50,-0.50,-0.36,-0.36,-0.36
786.35,0.14,0.50,0.14,0.50,-0.50,-0.36,-0.36,-0.36
794.22,0.14,0.49,0.14,0.49,-0.49,-0.36,-0.36,-0.36
802.16,0.13,0.49,0.13,0.49,-0.49,-0.36,-0.36,-0.36
810.18,0.13,0.49,0.13,0.49,-0.49,-0.36,-0.36,-0.36
818.28,0.13,0.48,0.13,0.48,-0.48,-0.36,-0.36,-0.36
826.46,0.12,0.48,0.12,0.48,-0.48,-0.36,-0.36,-0.36
834.73,0.12,0.47,0.12,0.47,-0.47,-0.36,-0.36,-0.36
843.08,0.11,0.47,0.11,0.47,-0.47,-0.36,-0.36,-0.36
851.51,0.11,0.46,0.11,0.46,-0.46,-0.36,-0.36,-0.36
860.02,0.10,0.46,0.10,0.46,-0.46,-0.36,-0.36,-0.36
868.62,0.10,0.45,0.10,0.45,-0.45,-0.36,-0.36,-0.36
877.31,0.09,0.45,0.09,0.45,-0.45,-0.36,-0.36,-0.36
886.08,0.08,0.44,0.08,0.44,-0.44,-0.36,-0.36,-0.36
894.94,0.08,0.43,0.08,0.43,-0.43,-0.36,-0.36,-0.36
903.89,0.07,0.43,0.07,0.43,-0.43,-0.36,-0.36,-0.36
912.93,0.07,0.42,0.07,0.42,-0.42,-0.36,-0.36,-0.36
922.06,0.06,0.42,0.06,0.42,-0.42,-0.36,-0.36,-0.36
931.28,0.05,0.41,0.05,0.41,-0.41,-0.36,-0.36,-0.36
940.59,0.05,0.40,0.05,0.40,-0.40,-0.36,-0.36,-0.36
950.00,0.04,0.39,0.04,0.39,-0.39,-0.36,-0.36,-0.36
959.50,0.03,0.39,0.03,0.39,-0.39,-0.36,-0.36,-0.36
969.09,0.02,0.38,0.02,0.38,-0.38,-0.36,-0.36,-0.36
978.78,0.02,0.37,0.02,0.37,-0.37,-0.36,-0.36,-0.36
988.57,0.01,0.36,0.01,0.36,-0.36,-0.36,-0.36,-0.36
998.46,0.00,0.36,0.00,0.36,-0.36,-0.36,-0.36,-0.36
1008.44,-0.01,0.35,-0.01,0.35,-0.35,-0.36,-0.36,-0.36
1018.53,-0.02,0.34,-0.02,0.34,-0.34,-0.36,-0.36,-0.36
1028.71,-0.02,0.33,-0.02,0.33,-0.33,-0.36,-0.36,-0.36
1039.00,-0.03,0.32,-0.03,0.32,-0.32,-0.36,-0.36,-0.36
1049.39,-0.04,0.31,-0.04,0.31,-0.31,-0.36,-0.36,-0.36
1059.88,-0.05,0.30,-0.05,0.30,-0.30,-0.36,-0.36,-0.36
1070.48,-0.06,0.29,-0.06,0.29,-0.29,-0.36,-0.36,-0.36
1081.19,-0.07,0.28,-0.07,0.28,-0.28,-0.36,-0.36,-0.36
1092.00,-0.08,0.27,-0.08,0.27,-0.27,-0.36,-0.36,-0.36
1102.92,-0.09,0.26,-0.09,0.26,-0.26,-0.36,-0.36,-0.36
1113.95,-0.10,0.25,-0.10,0.25,-0.25,-0.36,-0.36,-0.36
1125.09,-0.11,0.24,-0.11,0.24,-0.24,-0.36,-0.36,-0.36
1136.34,-0.13,0.23,-0.13,0.23,-0.23,-0.36,-0.36,-0.36
1147.70,-0.14,0.22,-0.14,0.22,-0.22,-0.36,-0.36,-0.36
1159.18,-0.15,0.21,-0.15,0.21,-0.21,-0.36,-0.36,-0.36
1170.77,-0.16,0.20,-0.16,0.20,-0.20,-0.36,-0.36,-0.36
1182.48,-0.17,0.18,-0.17,0.18,-0.18,-0.36,-0.36,-0.36
1194.30,-0.18,0.17,-0.18,0.17,-0.17,-0.36,-0.36,-0.36
1206.25,-0.20,0.16,-0.20,0.16,-0.16,-0.36,-0.36,-0.36
1218.31,-0.21,0.15,-0.21,0.15,-0.15,-0.36,-0.36,-0.36
1230.49,-0.22,0.13,-0.22,0.13,-0.13,-0.36,-0.36,-0.36
1242.80,-0.23,0.12,-0.23,0.12,-0.12,-0.36,-0.36,-0.36
1255.22,-0.25,0.11,-0.25,0.11,-0.11,-0.36,-0.36,-0.36
1267.78,-0.26,0.09,-0.26,0.09,-0.09,-0.36,-0.36,-0.36
1280.45,-0.28,0.08,-0.28,0.08,-0.08,-0.36,-0.36,-0.36
1293.26,-0.29,0.07,-0.29,0.07,-0.07,-0.36,-0.36,-0.36
1306.19,-0.30,0.05,-0.30,0.05,-0.05,-0.36,-0.36,-0.36
1319.25,-0.32,0.04,-0.32,0.04,-0.04,-0.36,-0.36,-0.36
1332.45,-0.33,0.02,-0.33,0.02,-0.02,-0.36,-0.36,-0.36
1345.77,-0.35,0.01,-0.35,0.01,-0.01,-0.36,-0.36,-0.36
1359.23,-0.36,-0.00,-0.36,-0.00,0.00,-0.36,-0.36,-0.36
1372.82,-0.37,-0.02,-0.37,-0.02,0.02,-0.36,-0.36,-0.36
1386.55,-0.39,-0.03,-0.39,-0.03,0.03,-0.36,-0.36,-0.36
1400.41,-0.40,-0.05,-0.40,-0.05,0.05,-0.36,-0.36,-0.36
1414.42,-0.42,-0.06,-0.42,-0.06,0.06,-0.36,-0.36,-0.36
1428.56,-0.43,-0.08,-0.43,-0.08,0.08,-0.36,-0.36,-0.36
1442.85,-0.45,-0.09,-0.45,-0.09,0.09,-0.36,-0.36,-0.36
1457.28,-0.46,-0.11,-0.46,-0.11,0.11,-0.36,-0.36,-0.36
1471.85,-0.48,-0.12,-0.48,-0.12,0.12,-0.36,-0.36,-0.36
1486.57,-0.49,-0.14,-0.49,-0.14,0.14,-0.36,-0.36,-0.36
1501.43,-0.51,-0.15,-0.51,-0.15,0.15,-0.36,-0.36,-0.36
1516.45,-0.52,-0.17,-0.52,-0.17,0.17,-0.36,-0.36,-0.36
1531.61,-0.54,-0.18,-0.54,-0.18,0.18,-0.36,-0.36,-0.36
1546.93,-0.55,-0.20,-0.55,-0.20,0.20,-0.36,-0.36,-0.36
1562.40,-0.57,-0.21,-0.57,-0.21,0.21,-0.36,-0.36,-0.36
1578.02,-0.58,-0.23,-0.58,-0.23,0.23,-0.36,-0.36,-0.36
1593.80,-0.60,-0.24,-0.60,-0.24,0.24,-0.36,-0.36,-0.36
1609.74,-0.61,-0.26,-0.61,-0.26,0.26,-0.36,-0.36,-0.36
1625.84,-0.63,-0.27,-0.63,-0.27,0.27,-0.36,-0.36,-0.36
1642.10,-0.64,-0.29,-0.64,-0.29,0.29,-0.36,-0.36,-0.36
1658.52,-0.66,-0.30,-0.66,-0.30,0.30,-0.36,-0.36,-0.36
1675.10,-0.67,-0.32,-0.67,-0.32,0.32,-0.36,-0.36,-0.36
1691.85,-0.69,-0.33,-0.69,-0.33,0.33,-0.36,-0.36,-0.36
1708.77,-0.70,-0.35,-0.70,-0.35,0.35,-0.36,-0.36,-0.36
1725.86,-0.72,-0.36,-0.72,-0.36,0.36,-0.36,-0.36,-0.36
1743.12,-0.73,-0.37,-0.73,-0.37,0.37,-0.36,-0.36,-0.36
1760.55,-0.74,-0.39,-0.74,-0.39,0.39,-0.36,-0.36,-0.36
1778.15,-0.76,-0.40,-0.76,-0.40,0.40,-0.36,-0.36,-0.36
1795.94,-0.77,-0.41,-0.77,-0.41,0.41,-0.36,-0.36,-0.36
1813.90,-0.78,-0.43,-0.78,-0.43,0.43,-0.36,-0.36,-0.36
1832.03,-0.80,-0.44,-0.80,-0.44,0.44,-0.36,-0.36,-0.36
1850.36,-0.81,-0.45,-0.81,-0.45,0.45,-0.36,-0.36,-0.36
1868.86,-0.82,-0.47,-0.82,-0.47,0.47,-0.36,-0.36,-0.36
1887.55,-0.83,-0.48,-0.83,-0.48,0.48,-0.36,-0.36,-0.36
1906.42,-0.85,-0.49,-0.85,-0.49,0.49,-0.36,-0.36,-0.36
1925.49,-0.86,-0.50,-0.86,-0.50,0.50,-0.36,-0.36,-0.36
1944.74,-0.87,-0.51,-0.87,-0.51,0.51,-0.36,-0.36,-0.36
1964.19,-0.88,-0.53,-0.88,-0.53,0.53,-0.36,-0.36,-0.36
1983.83,-0.89,-0.54,-0.89,-0.54,0.54,-0.36,-0.36,-0.36
2003.67,-0.90,-0.55,-0.90,-0.55,0.55,-0.36,-0.36,-0.36
2023.71,-0.91,-0.56,-0.91,-0.56,0.56,-0.36,-0.36,-0.36
2043.94,-0.93,-0.57,-0.93,-0.57,0.57,-0.36,-0.36,-0.36
2064.38,-0.94,-0.58,-0.94,-0.58,0.58,-0.36,-0.36,-0.36
2085.03,-0.95,-0.59,-0.95,-0.59,0.59,-0.36,-0.36,-0.36
2105.88,-0.96,-0.60,-0.96,-0.60,0.60,-0.36,-0.36,-0.36
2126.94,-0.97,-0.61,-0.97,-0.61,0.61,-0.36,-0.36,-0.36
2148.20,-0.97,-0.62,-0.97,-0.62,0.62,-0.36,-0.36,-0.36
2169.69,-0.98,-0.63,-0.98,-0.63,0.63,-0.36,-0.36,-0.36
2191.38,-0.99,-0.64,-0.99,-0.64,0.64,-0.36,-0.36,-0.36
2213.30,-1.00,-0.65,-1.00,-0.65,0.65,-0.36,-0.36,-0.36
2235.43,-1.01,-0.66,-1.01,-0.66,0.66,-0.36,-0.36,-0.36
2257.78,-1.02,-0.66,-1.02,-0.66,0.66,-0.36,-0.36,-0.36
2280.36,-1.03,-0.67,-1.03,-0.67,0.67,-0.36,-0.36,-0.36
2303.17,-1.03,-0.68,-1.03,-0.68,0.68,-0.36,-0.36,-0.36
2326.20,-1.04,-0.69,-1.04,-0.69,0.69,-0.36,-0.36,-0.36
2349.46,-1.05,-0.69,-1.05,-0.69,0.69,-0.36,-0.36,-0.36
2372.95,-1.06,-0.70,-1.06,-0.70,0.70,-0.36,-0.36,-0.36
2396.68,-1.06,-0.71,-1.06,-0.71,0.71,-0.36,-0.36,-0.36
2420.65,-1.07,-0.72,-1.07,-0.72,0.72,-0.36,-0.36,-0.36
2444.86,-1.08,-0.72,-1.08,-0.72,0.72,-0.36,-0.36,-0.36
2469.31,-1.08,-0.73,-1.08,-0.73,0.73,-0.36,-0.36,-0.36
2494.00,-1.09,-0.73,-1.09,-0.73,0.73,-0.36,-0.36,-0.36
2518.94,-1.10,-0.74,-1.10,-0.74,0.74,-0.36,-0.36,-0.36
2544.13,-1.10,-0.75,-1.10,-0.75,0.75,-0.36,-0.36,-0.36
2569.57,-1.11,-0.75,-1.11,-0.75,0.75,-0.36,-0.36,-0.36
2595.27,-1.11,-0.76,-1.11,-0.76,0.76,-0.36,-0.36,-0.36
2621.22,-1.12,-0.76,-1.12,-0.76,0.76,-0.36,-0.36,-0.36
2647.43,-1.12,-0.77,-1.12,-0.77,0.77,-0.36,-0.36,-0.36
2673.90,-1.13,-0.77,-1.13,-0.77,0.77,-0.36,-0.36,-0.36
2700.64,-1.13,-0.78,-1.13,-0.78,0.78,-0.36,-0.36,-0.36
2727.65,-1.14,-0.78,-1.14,-0.78,0.78,-0.36,-0.36,-0.36
2754.93,-1.14,-0.79,-1.14,-0.79,0.79,-0.36,-0.36,-0.36
2782.48,-1.15,-0.79,-1.15,-0.79,0.79,-0.36,-0.36,-0.36
2810.30,-1.15,-0.79,-1.15,-0.79,0.79,-0.36,-0.36,-0.36
2838.40,-1.15,-0.80,-1.15,-0.80,0.80,-0.36,-0.36,-0.36
2866.79,-1.16,-0.80,-1.16,-0.80,0.80,-0.36,-0.36,-0.36
2895.46,-1.16,-0.81,-1.16,-0.81,0.81,-0.36,-0.36,-0.36
2924.41,-1.16,-0.81,-1.16,-0.81,0.81,-0.36,-0.36,-0.36
2953.65,-1.17,-0.81,-1.17,-0.81,0.81,-0.36,-0.36,-0.36
2983.19,-1.17,-0.82,-1.17,-0.82,0.82,-0.36,-0.36,-0.36
3013.02,-1.17,-0.82,-1.17,-0.82,0.82,-0.36,-0.36,-0.36
3043.15,-1.18,-0.82,-1.18,-0.82,0.82,-0.36,-0.36,-0.36
3073.58,-1.18,-0.83,-1.18,-0.83,0.83,-0.36,-0.36,-0.36
3104.32,-1.18,-0.83,-1.18,-0.83,0.83,-0.36,-0.36,-0.36
3135.36,-1.19,-0.83,-1.19,-0.83,0.83,-0.36,-0.36,-0.36
3166.72,-1.19,-0.83,-1.19,-0.83,0.83,-0.36,-0.36,-0.36
3198.38,-1.19,-0.84,-1.19,-0.84,0.84,-0.36,-0.36,-0.36
3230.37,-1.19,-0.84,-1.19,-0.84,0.84,-0.36,-0.36,-0.36
3262.67,-1.20,-0.84,-1.20,-0.84,0.84,-0.36,-0.36,-0.36
3295.30,-1.20,-0.84,-1.20,-0.84,0.84,-0.36,-0.36,-0.36
3328.25,-1.20,-0.85,-1.20,-0.85,0.85,-0.36,-0.36,-0.36
3361.53,-1.20,-0.85,-1.20,-0.85,0.85,-0.36,-0.36,-0.36
3395.15,-1.20,-0.85,-1.20,-0.85,0.85,-0.36,-0.36,-0.36
3429.10,-1.21,-0.85,-1.21,-0.85,0.85,-0.36,-0.36,-0.36
3463.39,-1.21,-0.85,-1.21,-0.85,0.85,-0.36,-0.36,-0.36
3498.03,-1.21,-0.85,-1.21,-0.85,0.85,-0.36,-0.36,-0.36
3533.01,-1.21,-0.86,-1.21,-0.86,0.86,-0.36,-0.36,-0.36
3568.34,-1.21,-0.86,-1.21,-0.86,0.86,-0.36,-0.36,-0.36
3604.02,-1.21,-0.86,-1.21,-0.86,0.86,-0.36,-0.36,-0.36
3640.06,-1.22,-0.86,-1.22,-0.86,0.86,-0.36,-0.36,-0.36
3676.46,-1.22,-0.86,-1.22,-0.86,0.86,-0.36,-0.36,-0.36
3713.22,-1.22,-0.86,-1.22,-0.86,0.86,-0.36,-0.36,-0.36
3750.36,-1.22,-0.86,-1.22,-0.86,0.86,-0.36,-0.36,-0.36
3787.86,-1.22,-0.87,-1.22,-0.87,0.87,-0.36,-0.36,-0.36
3825.74,-1.22,-0.87,-1.22,-0.87,0.87,-0.36,-0.36,-0.36
3864.00,-1.22,-0.87,-1.22,-0.87,0.87,-0.36,-0.36,-0.36
3902.64,-1.22,-0.87,-1.22,-0.87,0.87,-0.36,-0.36,-0.36
3941.66,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
3981.08,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
4020.89,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
4061.10,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
4101.71,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
4142.73,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
4184.15,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
4226.00,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
4268.26,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4310.94,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4354.05,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4397.59,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4441.56,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4485.98,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4530.84,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4576.15,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4621.91,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4668.13,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4714.81,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4761.96,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4809.58,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4857.67,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4906.25,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
4955.31,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
5004.87,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
5054.91,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
5105.46,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
5156.52,-1.23,-0.88,-1.23,-0.88,0.88,-0.36,-0.36,-0.36
5208.08,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
5260.16,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
5312.77,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
5365.89,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
5419.55,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
5473.75,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
5528.49,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
5583.77,-1.23,-0.87,-1.23,-0.87,0.87,-0.36,-0.36,-0.36
5639.61,-1.22,-0.87,-1.22,-0.87,0.87,-0.36,-0.36,-0.36
5696.00,-1.22,-0.87,-1.22,-0.87,0.87,-0.36,-0.36,-0.36
5752.96,-1.22,-0.87,-1.22,-0.87,0.87,-0.36,-0.36,-0.36
5810.49,-1.22,-0.87,-1.22,-0.87,0.87,-0.36,-0.36,-0.36
5868.60,-1.22,-0.86,-1.22,-0.86,0.86,-0.36,-0.36,-0.36
5927.28,-1.22,-0.86,-1.22,-0.86,0.86,-0.36,-0.36,-0.36
5986.56,-1.22,-0.86,-1.22,-0.86,0.86,-0.36,-0.36,-0.36
6046.42,-1.22,-0.86,-1.22,-0.86,0.86,-0.36,-0.36,-0.36
6106.89,-1.21,-0.86,-1.21,-0.86,0.86,-0.36,-0.36,-0.36
6167.96,-1.21,-0.86,-1.21,-0.86,0.86,-0.36,-0.36,-0.36
6229.64,-1.21,-0.86,-1.21,-0.86,0.86,-0.36,-0.36,-0.36
6291.93,-1.21,-0.85,-1.21,-0.85,0.85,-0.36,-0.36,-0.36
6354.85,-1.21,-0.85,-1.21,-0.85,0.85,-0.36,-0.36,-0.36
6418.40,-1.21,-0.85,-1.21,-0.85,0.85,-0.36,-0.36,-0.36
6482.58,-1.20,-0.85,-1.20,-0.85,0.85,-0.36,-0.36,-0.36
6547.41,-1.20,-0.85,-1.20,-0.85,0.85,-0.36,-0.36,-0.36
6612.88,-1.20,-0.84,-1.20,-0.84,0.84,-0.36,-0.36,-0.36
6679.01,-1.20,-0.84,-1.20,-0.84,0.84,-0.36,-0.36,-0.36
6745.80,-1.20,-0.84,-1.20,-0.84,0.84,-0.36,-0.36,-0.36
6813.26,-1.19,-0.84,-1.19,-0.84,0.84,-0.36,-0.36,-0.36
6881.39,-1.19,-0.83,-1.19,-0.83,0.83,-0.36,-0.36,-0.36
6950.21,-1.19,-0.83,-1.19,-0.83,0.83,-0.36,-0.36,-0.36
7019.71,-1.18,-0.83,-1.18,-0.83,0.83,-0.36,-0.36,-0.36
7089.91,-1.18,-0.83,-1.18,-0.83,0.83,-0.36,-0.36,-0.36
7160.81,-1.18,-0.82,-1.18,-0.82,0.82,-0.36,-0.36,-0.36
7232.41,-1.17,-0.82,-1.17,-0.82,0.82,-0.36,-0.36,-0.36
7304.74,-1.17,-0.82,-1.17,-0.82,0.82,-0.36,-0.36,-0.36
7377.79,-1.17,-0.81,-1.17,-0.81,0.81,-0.36,-0.36,-0.36
7451.56,-1.16,-0.81,-1.16,-0.81,0.81,-0.36,-0.36,-0.36
7526.08,-1.16,-0.80,-1.16,-0.80,0.80,-0.36,-0.36,-0.36
7601.34,-1.16,-0.80,-1.16,-0.80,0.80,-0.36,-0.36,-0.36
7677.35,-1.15,-0.80,-1.15,-0.80,0.80,-0.36,-0.36,-0.36
7754.13,-1.15,-0.79,-1.15,-0.79,0.79,-0.36,-0.36,-0.36
7831.67,-1.14,-0.79,-1.14,-0.79,0.79,-0.36,-0.36,-0.36
7909.98,-1.14,-0.78,-1.14,-0.78,0.78,-0.36,-0.36,-0.36
7989.08,-1.13,-0.78,-1.13,-0.78,0.78,-0.36,-0.36,-0.36
8068.98,-1.13,-0.77,-1.13,-0.77,0.77,-0.36,-0.36,-0.36
8149.67,-1.12,-0.77,-1.12,-0.77,0.77,-0.36,-0.36,-0.36
8231.16,-1.12,-0.76,-1.12,-0.76,0.76,-0.36,-0.36,-0.36
8313.47,-1.11,-0.76,-1.11,-0.76,0.76,-0.36,-0.36,-0.36
8396.61,-1.11,-0.75,-1.11,-0.75,0.75,-0.36,-0.36,-0.36
8480.57,-1.10,-0.74,-1.10,-0.74,0.74,-0.36,-0.36,-0.36
8565.38,-1.09,-0.74,-1.09,-0.74,0.74,-0.36,-0.36,-0.36
8651.03,-1.09,-0.73,-1.09,-0.73,0.73,-0.36,-0.36,-0.36
8737.54,-1.08,-0.72,-1.08,-0.72,0.72,-0.36,-0.36,-0.36
8824.92,-1.07,-0.72,-1.07,-0.72,0.72,-0.36,-0.36,-0.36
8913.17,-1.06,-0.71,-1.06,-0.71,0.71,-0.36,-0.36,-0.36
9002.30,-1.06,-0.70,-1.06,-0.70,0.70,-0.36,-0.36,-0.36
9092.32,-1.05,-0.69,-1.05,-0.69,0.69,-0.36,-0.36,-0.36
9183.25,-1.04,-0.69,-1.04,-0.69,0.69,-0.36,-0.36,-0.36
9275.08,-1.03,-0.68,-1.03,-0.68,0.68,-0.36,-0.36,-0.36
9367.83,-1.02,-0.67,-1.02,-0.67,0.67,-0.36,-0.36,-0.36
9461.51,-1.02,-0.66,-1.02,-0.66,0.66,-0.36,-0.36,-0.36
9556.12,-1.01,-0.65,-1.01,-0.65,0.65,-0.36,-0.36,-0.36
9651.68,-1.00,-0.64,-1.00,-0.64,0.64,-0.36,-0.36,-0.36
9748.20,-0.99,-0.63,-0.99,-0.63,0.63,-0.36,-0.36,-0.36
9845.68,-0.98,-0.62,-0.98,-0.62,0.62,-0.36,-0.36,-0.36
9944.14,-0.97,-0.61,-0.97,-0.61,0.61,-0.36,-0.36,-0.36
10043.58,-0.96,-0.60,-0.96,-0.60,0.60,-0.36,-0.36,-0.36
10144.02,-0.95,-0.59,-0.95,-0.59,0.59,-0.36,-0.36,-0.36
10245.46,-0.94,-0.58,-0.94,-0.58,0.58,-0.36,-0.36,-0.36
10347.91,-0.93,-0.57,-0.93,-0.57,0.57,-0.36,-0.36,-0.36
10451.39,-0.92,-0.56,-0.92,-0.56,0.56,-0.36,-0.36,-0.36
10555.91,-0.91,-0.55,-0.91,-0.55,0.55,-0.36,-0.36,-0.36
10661.46,-0.89,-0.54,-0.89,-0.54,0.54,-0.36,-0.36,-0.36
10768.08,-0.88,-0.53,-0.88,-0.53,0.53,-0.36,-0.36,-0.36
10875.76,-0.87,-0.52,-0.87,-0.52,0.52,-0.36,-0.36,-0.36
10984.52,-0.86,-0.50,-0.86,-0.50,0.50,-0.36,-0.36,-0.36
11094.36,-0.85,-0.49,-0.85,-0.49,0.49,-0.36,-0.36,-0.36
11205.31,-0.84,-0.48,-0.84,-0.48,0.48,-0.36,-0.36,-0.36
11317.36,-0.82,-0.47,-0.82,-0.47,0.47,-0.36,-0.36,-0.36
11430.53,-0.81,-0.46,-0.81,-0.46,0.46,-0.36,-0.36,-0.36
11544.84,-0.80,-0.45,-0.80,-0.45,0.45,-0.36,-0.36,-0.36
11660.29,-0.79,-0.43,-0.79,-0.43,0.43,-0.36,-0.36,-0.36
11776.89,-0.78,-0.42,-0.78,-0.42,0.42,-0.36,-0.36,-0.36
11894.66,-0.77,-0.41,-0.77,-0.41,0.41,-0.36,-0.36,-0.36
12013.60,-0.75,-0.40,-0.75,-0.40,0.40,-0.36,-0.36,-0.36
12133.74,-0.74,-0.39,-0.74,-0.39,0.39,-0.36,-0.36,-0.36
12255.08,-0.73,-0.37,-0.73,-0.37,0.37,-0.36,-0.36,-0.36
12377.63,-0.72,-0.36,-0.72,-0.36,0.36,-0.36,-0.36,-0.36
12501.41,-0.71,-0.35,-0.71,-0.35,0.35,-0.36,-0.36,-0.36
12626.42,-0.70,-0.34,-0.70,-0.34,0.34,-0.36,-0.36,-0.36
12752.68,-0.69,-0.33,-0.69,-0.33,0.33,-0.36,-0.36,-0.36
12880.21,-0.67,-0.32,-0.67,-0.32,0.32,-0.36,-0.36,-0.36
13009.01,-0.66,-0.31,-0.66,-0.31,0.31,-0.36,-0.36,-0.36
13139.10,-0.65,-0.30,-0.65,-0.30,0.30,-0.36,-0.36,-0.36
13270.49,-0.64,-0.29,-0.64,-0.29,0.29,-0.36,-0.36,-0.36
13403.20,-0.63,-0.28,-0.63,-0.28,0.28,-0.36,-0.36,-0.36
13537.23,-0.62,-0.27,-0.62,-0.27,0.27,-0.36,-0.36,-0.36
13672.60,-0.61,-0.26,-0.61,-0.26,0.26,-0.36,-0.36,-0.36
13809.33,-0.60,-0.25,-0.60,-0.25,0.25,-0.36,-0.36,-0.36
13947.42,-0.60,-0.24,-0.60,-0.24,0.24,-0.36,-0.36,-0.36
14086.90,-0.59,-0.23,-0.59,-0.23,0.23,-0.36,-0.36,-0.36
